id,Faixa Etária,Gênero,Cor,Área de Residência,Tipo de Escola no Ensino Médio,Trabalha,Renda Individual,Escolaridade dos Cuidadores,Renda Familiar Total,Área Conhecimento,Período,responsaveis_custear_estudos,Bolsa ProUni,Foi bom aluno no E.M,Incentivo para Universidade,Influência externa na decisão,Contato com graduados,Capital cultural,Satisfação com a escolha do curso,Satisfação com o desempenho,Percepção de satisfação dos professores,Participação em atividades extracurriculares,Relações positivas na universidade,Organização do tempo,Outras responsabilidades não interferem nos estudos,Ambiente adequado em casa,Teve expansão cultural,Tem suporte dos amigos,Percebe suporte da Universidade,Mal-estar na Universidade,Prejuízos por desafios extraacadêmicos,Frequentemente deseja trancar o curso,Expectativas alcançadas,Faixa Etária_numerico,Gênero_numerico,Cor_numerico,Área de Residência_numerico,Tipo de Escola no Ensino Médio_numerico,Trabalha_numerico,Renda Individual_numerico,Escolaridade dos Cuidadores_numerico,Renda Familiar Total_numerico,Área Conhecimento_numerico,Período_numerico,responsaveis_custear_estudos_numerico,Bolsa ProUni_numerico,Foi bom aluno no E.M_numerico,Incentivo para Universidade_numerico,Influência externa na decisão_numerico,Contato com graduados_numerico,Capital cultural_numerico,Satisfação com a escolha do curso_numerico,Satisfação com o desempenho_numerico,Percepção de satisfação dos professores_numerico,Participação em atividades extracurriculares_numerico,Relações positivas na universidade_numerico,Organização do tempo_numerico,Outras responsabilidades não interferem nos estudos_numerico,Ambiente adequado em casa_numerico,Teve expansão cultural_numerico,Tem suporte dos amigos_numerico,Percebe suporte da Universidade_numerico,Mal-estar na Universidade_numerico,Prejuízos por desafios extraacadêmicos_numerico,Frequentemente deseja trancar o curso_numerico,Expectativas alcançadas_numerico
143,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 3 salários mínimos,Engenharias e Tecnologias,8° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,4,3,3,2,1,1,2,5,7,1,2,5,1,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3
144,entre 18 e 29 anos.,Mulher cisgênero.,Amarela.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação incompleta.,Acima de 11 salários mínimos,Ciências da Saúde,10° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,3,6,3,4,4,1,4,9,3,12,25,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,1,3
145,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,Acima de 11 salários mínimos,Ciências da Saúde,9° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,3,5,3,4,1,2,3,9,3,1,25,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3
146,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,De 7 a 11 salários mínimos,Ciências Humanas,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,3,5,2,4,1,2,5,3,5,5,25,2,3,3,2,3,3,3,3,3,3,2,1,1,3,1,1,1,3,2,1,2
147,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Graduação completa.,De 7 a 11 salários mínimos,Ciências Humanas,9° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,3,4,2,8,5,3,5,1,25,2,3,3,3,1,3,3,3,3,3,3,3,1,3,1,3,1,3,1,1,2
148,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Ciências Humanas,4° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,4,3,5,2,1,1,2,3,5,5,6,5,1,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,1,1,3
149,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Fundamental Incompleto,Até 3 salários mínimos,Ciências da Saúde,10° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,4,3,2,1,2,8,9,7,3,12,5,1,3,3,3,1,1,3,1,2,1,2,1,1,1,3,3,1,3,3,3,2
150,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Humanas,9° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Concordo,4,4,5,2,1,1,2,7,7,5,1,19,1,3,3,2,1,2,3,3,3,3,3,1,1,3,3,3,1,3,1,2,3
151,entre 18 e 29 anos.,Mulher cisgênero.,Preta.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 3 salários mínimos,Ciências Humanas,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,4,3,1,2,1,1,2,5,7,5,7,5,1,2,3,3,1,1,3,3,2,3,2,3,1,1,3,1,1,3,2,3,2
152,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Sem escolaridade.,Até 3 salários mínimos,Engenharias e Tecnologias,3° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,4,4,3,2,1,2,7,1,7,1,7,31,2,3,2,2,2,1,3,3,3,2,2,2,1,2,3,2,2,2,2,1,3
153,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, eventualmente.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Humanas,4° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,3,5,2,1,3,2,7,7,5,6,5,1,3,2,1,1,1,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2
154,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências Humanas,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,2,1,1,2,7,8,5,7,5,1,3,3,3,1,3,3,3,1,3,3,1,1,3,3,2,2,3,3,1,2
155,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, eventualmente.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Ciências da Saúde,3° Período,"Meus estudos são custeados parcialmente por outra(s) pessoa(s)., Tenho bolsa de estudos integral pelo PROUNI.",Sim,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,4,3,5,3,1,3,2,3,5,3,7,11,1,3,3,3,3,2,3,2,3,1,3,3,1,3,2,3,3,2,2,3,3
156,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, eventualmente.",Sem renda ou preferiu não informar,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências Humanas,10° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,4,4,5,3,1,3,1,7,8,5,12,5,1,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,3
157,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 3 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,3° Período,"Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,3,5,2,1,2,7,3,3,4,7,34,2,3,3,3,3,2,3,3,2,3,3,2,1,2,3,3,2,2,1,1,3
158,entre 50 e 59 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Fundamental Incompleto,Até 3 salários mínimos,Ciências Humanas,6° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,1,3,3,3,1,4,1,9,7,5,4,5,1,3,1,3,2,1,3,3,3,3,2,3,3,3,2,2,3,2,1,3,3
159,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Até 1 salário mínimo e meio,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,5° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,4,3,5,3,4,3,8,5,5,5,5,25,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,3,2,2,3
160,entre 30 e 39 anos.,Mulher cisgênero.,Parda.,Área de vulnerabilidade social,Escola pública.,"Sim, eventualmente.",Menos que 1 salário mínimo,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências Sociais,8° Período,"Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,3,3,3,1,1,3,2,9,8,4,2,6,2,3,1,1,1,1,3,1,2,1,2,1,1,1,2,2,1,2,3,2,2
161,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Até 1 salário mínimo e meio,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Concordo,4,4,1,3,4,4,8,3,3,4,7,25,2,2,3,3,3,3,3,3,3,1,3,3,3,2,2,2,1,1,1,1,3
162,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Fundamental Incompleto,Não sabe ou preferiu não informar,Ciências da Saúde,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,2,1,2,8,9,1,3,9,5,1,3,3,2,1,1,3,3,2,1,2,1,1,1,2,2,2,1,1,1,2
163,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Sem renda ou preferiu não informar,Graduação incompleta.,Até 1 salário mínimo e meio,Ciências Humanas,9° Período,"Meus estudos são custeados integralmente por mim., Meus estudos são custeados parcialmente por mim., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,3,5,3,5,1,1,4,8,5,1,30,1,3,3,2,3,2,3,3,3,3,3,3,2,2,1,2,3,2,1,1,3
164,entre 18 e 29 anos.,Mulher cisgênero.,Preta.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,6° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,4,3,1,3,5,1,7,3,3,4,4,25,2,3,3,3,3,3,3,3,2,3,3,3,1,3,1,3,3,1,1,1,3
165,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 3 salários mínimos,Ciências da Saúde,9° Período,"Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,4,3,3,3,5,1,2,5,7,3,1,32,1,3,2,3,3,2,1,3,2,3,3,3,2,3,2,3,2,1,3,1,2
166,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio incompleto.,Até 1 salário mínimo e meio,Ciências da Saúde,2° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,5,2,1,4,1,6,8,3,8,5,1,2,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,3,3,3,2
167,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 3 salários mínimos,Ciências da Saúde,2° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,4,3,3,2,3,1,2,5,7,3,8,5,1,3,3,3,3,3,2,2,2,3,2,1,1,2,3,1,1,3,2,1,1
168,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 3 salários mínimos,Graduação completa.,De 4 a 6 salários mínimos,Engenharias e Tecnologias,4° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,4,3,5,3,4,1,7,5,5,1,6,25,2,3,3,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,2,3,3
169,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,Acima de 11 salários mínimos,Ciências Sociais,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,4,1,3,5,4,1,3,9,4,7,25,2,3,3,3,3,3,2,3,3,3,2,2,1,3,1,3,3,3,3,2,1
170,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 1 salário mínimo e meio,Engenharias e Tecnologias,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,4,3,5,3,1,1,2,7,8,1,7,5,1,3,3,3,2,1,2,2,3,3,3,1,1,3,3,3,2,3,1,3,3
171,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Ensino Médio completo.,Até 3 salários mínimos,Engenharias e Tecnologias,1° Período,Meus estudos são custeados integralmente por mim.,Não,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,4,5,3,1,2,8,7,7,1,9,31,2,2,3,3,2,1,3,2,2,1,3,3,3,3,3,3,3,2,1,1,3
172,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,2° Período,Meus estudos são custeados parcialmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,5,3,4,4,2,5,9,1,8,13,2,2,3,3,2,2,2,1,2,1,2,1,1,3,1,3,2,3,3,3,2
173,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Até 1 salário mínimo e meio,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,4,3,5,3,4,4,8,5,9,1,7,25,2,3,3,3,3,3,2,2,3,3,3,1,3,3,1,3,1,3,3,3,3
